sample_type,p_curved,p_MRW,run_id
noisy_mrw,0.351524293422699,0.3822031021118164,latest_eval
heavy_tail_distorted,0.3571599721908569,0.0454935654997825,latest_eval
regime_apparent,0.4642846584320068,0.1535739153623581,latest_eval
ambiguous_mild_curvature,0.481614887714386,0.4606201648712158,latest_eval
linear_mono,0.0267487931996583,0.1304206252098083,latest_eval
boundary_mrw,0.212588757276535,0.3107908070087433,latest_eval
curved_mrw,0.9292213320732116,0.9657258987426758,latest_eval
noisy_mono,0.1762144714593887,0.270997405052185,latest_eval
noisy_mrw,0.3240466713905334,0.3594006896018982,latest_eval
heavy_tail_distorted,0.3202036321163177,0.0421977117657661,latest_eval
regime_apparent,0.4351294338703155,0.1209360212087631,latest_eval
ambiguous_mild_curvature,0.4045090675354004,0.3684585690498352,latest_eval
linear_mono,0.0169113539159297,0.1170422881841659,latest_eval
boundary_mrw,0.258846253156662,0.3379618525505066,latest_eval
curved_mrw,0.9548732042312622,0.9818024039268494,latest_eval
noisy_mono,0.1870482414960861,0.2777907848358154,latest_eval
noisy_mrw,0.2714736759662628,0.3233580887317657,latest_eval
heavy_tail_distorted,0.3449240028858185,0.0402742736041545,latest_eval
regime_apparent,0.4443709850311279,0.1204955354332923,latest_eval
ambiguous_mild_curvature,0.4288716316223144,0.4196189641952514,latest_eval
linear_mono,0.0410537868738174,0.1489201188087463,latest_eval
boundary_mrw,0.3754999041557312,0.4291859567165375,latest_eval
curved_mrw,0.8798264861106873,0.9342884421348572,latest_eval
noisy_mono,0.2122371345758438,0.28802290558815,latest_eval
noisy_mrw,0.3302497267723083,0.3678433299064636,latest_eval
heavy_tail_distorted,0.3502780199050903,0.0349794849753379,latest_eval
regime_apparent,0.4317963123321533,0.1163003966212272,latest_eval
ambiguous_mild_curvature,0.4474476873874664,0.421939492225647,latest_eval
linear_mono,0.0249803364276886,0.1280986219644546,latest_eval
boundary_mrw,0.3880866169929504,0.4372691512107849,latest_eval
curved_mrw,0.9444380402565002,0.9753849506378174,latest_eval
noisy_mono,0.1598133444786071,0.2605731189250946,latest_eval
noisy_mrw,0.3150460720062256,0.3504266142845154,latest_eval
heavy_tail_distorted,0.313523918390274,0.0356599017977714,latest_eval
regime_apparent,0.4352913796901703,0.1239735260605812,latest_eval
ambiguous_mild_curvature,0.4600270390510559,0.4490509629249573,latest_eval
