t,x,dx,omega,H,lambda2,L,seed
913.0,0.4496249556541443,0.010373975150287151,-0.37077367305755615,0.6,0.12,512,2026
914.0,0.4702707827091217,0.02064582146704197,-0.35830774903297424,0.6,0.12,512,2026
915.0,0.4645163416862488,-0.005754442419856787,-0.36533108353614807,0.6,0.12,512,2026
916.0,0.4666200578212738,0.002103727078065276,-0.37010812759399414,0.6,0.12,512,2026
917.0,0.441988468170166,-0.02463158778846264,-0.36947858333587646,0.6,0.12,512,2026
918.0,0.4478093683719635,0.005820902530103922,-0.37700700759887695,0.6,0.12,512,2026
919.0,0.4565609395503998,0.008751570247113705,-0.38559576869010925,0.6,0.12,512,2026
920.0,0.4634270668029785,0.006866105832159519,-0.39411312341690063,0.6,0.12,512,2026
921.0,0.4778504967689514,0.014423450455069542,-0.3830709159374237,0.6,0.12,512,2026
922.0,0.47346752882003784,-0.004382980987429619,-0.38262939453125,0.6,0.12,512,2026
923.0,0.4695429801940918,-0.003924531862139702,-0.3871820569038391,0.6,0.12,512,2026
924.0,0.4690990447998047,-0.0004439601325429976,-0.37729406356811523,0.6,0.12,512,2026
925.0,0.47023463249206543,0.001135604688897729,-0.36856916546821594,0.6,0.12,512,2026
926.0,0.4619184136390686,-0.008316229097545147,-0.3788395822048187,0.6,0.12,512,2026
927.0,0.45218512415885925,-0.009733271785080433,-0.37826603651046753,0.6,0.12,512,2026
928.0,0.4450507164001465,-0.007134421728551388,-0.37216925621032715,0.6,0.12,512,2026
929.0,0.44558680057525635,0.0005360755603760481,-0.37576571106910706,0.6,0.12,512,2026
930.0,0.4446370303630829,-0.0009497759747318923,-0.3699091374874115,0.6,0.12,512,2026
931.0,0.4504711627960205,0.005834159441292286,-0.3745597004890442,0.6,0.12,512,2026
932.0,0.4666827917098999,0.016211600974202156,-0.3804965019226074,0.6,0.12,512,2026
933.0,0.4577685594558716,-0.00891423225402832,-0.3789341449737549,0.6,0.12,512,2026
934.0,0.45431461930274963,-0.0034539198968559504,-0.37554872035980225,0.6,0.12,512,2026
935.0,0.4435867965221405,-0.01072783675044775,-0.3776807188987732,0.6,0.12,512,2026
936.0,0.4530703127384186,0.009483534842729568,-0.36957231163978577,0.6,0.12,512,2026
937.0,0.46258920431137085,0.009518872015178204,-0.38367557525634766,0.6,0.12,512,2026
938.0,0.460277259349823,-0.0023119417019188404,-0.37418222427368164,0.6,0.12,512,2026
939.0,0.4494028091430664,-0.010874446481466293,-0.38289040327072144,0.6,0.12,512,2026
940.0,0.4555201828479767,0.006117368582636118,-0.3961223363876343,0.6,0.12,512,2026
941.0,0.4549611210823059,-0.0005590569926425815,-0.39311060309410095,0.6,0.12,512,2026
942.0,0.4665186107158661,0.011557476595044136,-0.39643269777297974,0.6,0.12,512,2026
943.0,0.47297585010528564,0.006457257084548473,-0.39016708731651306,0.6,0.12,512,2026
944.0,0.4819691479206085,0.008993302471935749,-0.3825860619544983,0.6,0.12,512,2026
945.0,0.4935345947742462,0.011565452441573143,-0.38270512223243713,0.6,0.12,512,2026
946.0,0.49274930357933044,-0.0007853107526898384,-0.3743366599082947,0.6,0.12,512,2026
947.0,0.48174652457237244,-0.011002779006958008,-0.3817850351333618,0.6,0.12,512,2026
948.0,0.4674372673034668,-0.01430924329906702,-0.3902707099914551,0.6,0.12,512,2026
949.0,0.4668455123901367,-0.0005917763919569552,-0.37280043959617615,0.6,0.12,512,2026
950.0,0.4712754487991333,0.004429935943335295,-0.36790454387664795,0.6,0.12,512,2026
951.0,0.46527186036109924,-0.0060035609640181065,-0.36730197072029114,0.6,0.12,512,2026
952.0,0.45812374353408813,-0.007148121949285269,-0.37676459550857544,0.6,0.12,512,2026
953.0,0.46032479405403137,0.0022010437678545713,-0.3761424422264099,0.6,0.12,512,2026
954.0,0.4516031742095947,-0.00872163288295269,-0.38233643770217896,0.6,0.12,512,2026
955.0,0.43516355752944946,-0.016439594328403473,-0.38227465748786926,0.6,0.12,512,2026
956.0,0.4339917302131653,-0.0011718508321791887,-0.3820072114467621,0.6,0.12,512,2026
957.0,0.46435439586639404,0.03036266565322876,-0.3753717243671417,0.6,0.12,512,2026
958.0,0.47011977434158325,0.005765398498624563,-0.3788221478462219,0.6,0.12,512,2026
959.0,0.46370506286621094,-0.006414714269340038,-0.3744060695171356,0.6,0.12,512,2026
960.0,0.46558618545532227,0.0018811237532645464,-0.37846723198890686,0.6,0.12,512,2026
961.0,0.4552769958972931,-0.0103091886267066,-0.377719521522522,0.6,0.12,512,2026
962.0,0.4497602581977844,-0.005516743753105402,-0.3764004707336426,0.6,0.12,512,2026
963.0,0.44200223684310913,-0.007758033461868763,-0.37404265999794006,0.6,0.12,512,2026
964.0,0.43131399154663086,-0.01068823877722025,-0.3850543797016144,0.6,0.12,512,2026
965.0,0.41912880539894104,-0.01218519825488329,-0.370712548494339,0.6,0.12,512,2026
966.0,0.42484551668167114,0.005716737359762192,-0.3731673061847687,0.6,0.12,512,2026
967.0,0.4245043396949768,-0.00034119078190997243,-0.3760243356227875,0.6,0.12,512,2026
968.0,0.4194757044315338,-0.005028628744184971,-0.3770025074481964,0.6,0.12,512,2026
969.0,0.40517935156822205,-0.01429634541273117,-0.37134331464767456,0.6,0.12,512,2026
970.0,0.40523362159729004,5.4255706345429644e-05,-0.3754452168941498,0.6,0.12,512,2026
971.0,0.39986202120780945,-0.005371600855141878,-0.372458279132843,0.6,0.12,512,2026
972.0,0.401570588350296,0.0017085797153413296,-0.37656497955322266,0.6,0.12,512,2026
973.0,0.4013040065765381,-0.0002665809297468513,-0.3708145320415497,0.6,0.12,512,2026
974.0,0.40213197469711304,0.0008279532194137573,-0.3690783679485321,0.6,0.12,512,2026
975.0,0.39228424429893494,-0.009847719222307205,-0.35771268606185913,0.6,0.12,512,2026
976.0,0.38793131709098816,-0.004352935124188662,-0.35818347334861755,0.6,0.12,512,2026
977.0,0.38582056760787964,-0.002110749250277877,-0.35919907689094543,0.6,0.12,512,2026
978.0,0.38387101888656616,-0.0019495360320433974,-0.36716729402542114,0.6,0.12,512,2026
979.0,0.38502681255340576,0.0011557771358639002,-0.3633461892604828,0.6,0.12,512,2026
980.0,0.39142435789108276,0.006397554650902748,-0.36666175723075867,0.6,0.12,512,2026
981.0,0.3818829357624054,-0.009541423991322517,-0.3591335117816925,0.6,0.12,512,2026
982.0,0.37883034348487854,-0.003052579937502742,-0.3599378168582916,0.6,0.12,512,2026
983.0,0.36494335532188416,-0.013887005858123302,-0.3556744456291199,0.6,0.12,512,2026
984.0,0.36144739389419556,-0.00349595514126122,-0.3614844083786011,0.6,0.12,512,2026
985.0,0.3666345179080963,0.005187127273529768,-0.3596683144569397,0.6,0.12,512,2026
986.0,0.36500856280326843,-0.0016259660478681326,-0.3669500946998596,0.6,0.12,512,2026
987.0,0.38859644532203674,0.02358788065612316,-0.35111624002456665,0.6,0.12,512,2026
988.0,0.4078991711139679,0.019302738830447197,-0.3530283570289612,0.6,0.12,512,2026
989.0,0.40717455744743347,-0.0007246099412441254,-0.3641466498374939,0.6,0.12,512,2026
990.0,0.41988709568977356,0.012712518684566021,-0.3655036687850952,0.6,0.12,512,2026
991.0,0.44122201204299927,0.02133493311703205,-0.37324848771095276,0.6,0.12,512,2026
992.0,0.45199453830718994,0.010772528126835823,-0.3714871108531952,0.6,0.12,512,2026
993.0,0.48015904426574707,0.02816450595855713,-0.36990877985954285,0.6,0.12,512,2026
994.0,0.4901701509952545,0.010011106729507446,-0.3570120930671692,0.6,0.12,512,2026
995.0,0.5011580586433411,0.010987869463860989,-0.3572348654270172,0.6,0.12,512,2026
996.0,0.5105671286582947,0.009409087710082531,-0.35845035314559937,0.6,0.12,512,2026
997.0,0.5414655804634094,0.03089846298098564,-0.3681802749633789,0.6,0.12,512,2026
998.0,0.5576366782188416,0.01617107354104519,-0.3756660223007202,0.6,0.12,512,2026
999.0,0.5601600408554077,0.00252340966835618,-0.3711393475532532,0.6,0.12,512,2026
1000.0,0.5700609087944031,0.009900832548737526,-0.36920541524887085,0.6,0.12,512,2026
1001.0,0.5694940686225891,-0.0005668069352395833,-0.35960766673088074,0.6,0.12,512,2026
1002.0,0.5752050876617432,0.005711000878363848,-0.35743749141693115,0.6,0.12,512,2026
1003.0,0.5661241412162781,-0.009080953896045685,-0.3611437976360321,0.6,0.12,512,2026
1004.0,0.5686306953430176,0.0025065813679248095,-0.36577847599983215,0.6,0.12,512,2026
1005.0,0.5671709179878235,-0.0014598013367503881,-0.3642450273036957,0.6,0.12,512,2026
1006.0,0.5609491467475891,-0.006221774034202099,-0.3791937828063965,0.6,0.12,512,2026
1007.0,0.5528361797332764,-0.008112955838441849,-0.38381919264793396,0.6,0.12,512,2026
1008.0,0.555635929107666,0.002799723297357559,-0.3773004412651062,0.6,0.12,512,2026
1009.0,0.5661199688911438,0.010484087280929089,-0.3748854994773865,0.6,0.12,512,2026
1010.0,0.5576902627944946,-0.008429726585745811,-0.3783254623413086,0.6,0.12,512,2026
1011.0,0.5557263493537903,-0.001963911112397909,-0.37199002504348755,0.6,0.12,512,2026
1012.0,0.5562039613723755,0.0004775759589392692,-0.3823707103729248,0.6,0.12,512,2026
1013.0,0.5521741509437561,-0.004029800184071064,-0.3739236891269684,0.6,0.12,512,2026
1014.0,0.5519459843635559,-0.00022813848045188934,-0.36337968707084656,0.6,0.12,512,2026
1015.0,0.5483713150024414,-0.0035746628418564796,-0.3687988519668579,0.6,0.12,512,2026
1016.0,0.5324954390525818,-0.01587587781250477,-0.3658732771873474,0.6,0.12,512,2026
1017.0,0.5222119688987732,-0.01028350554406643,-0.3730039596557617,0.6,0.12,512,2026
1018.0,0.5163346529006958,-0.005877306684851646,-0.3718419373035431,0.6,0.12,512,2026
1019.0,0.5231290459632874,0.006794414948672056,-0.37148386240005493,0.6,0.12,512,2026
1020.0,0.5061028003692627,-0.01702624373137951,-0.3627232313156128,0.6,0.12,512,2026
1021.0,0.5029320120811462,-0.003170817391946912,-0.36662769317626953,0.6,0.12,512,2026
1022.0,0.5031155347824097,0.0001835417206166312,-0.36789295077323914,0.6,0.12,512,2026
1023.0,0.5073804259300232,0.004264904651790857,-0.36920270323753357,0.6,0.12,512,2026
1024.0,0.502182126045227,-0.005198292434215546,-0.3714620769023895,0.6,0.12,512,2026
1025.0,0.4852568209171295,-0.01692531816661358,-0.37062039971351624,0.6,0.12,512,2026
1026.0,0.49263277649879456,0.007375934161245823,-0.37465542554855347,0.6,0.12,512,2026
1027.0,0.4870930016040802,-0.005539769306778908,-0.3783056437969208,0.6,0.12,512,2026
1028.0,0.4956357479095459,0.008542736992239952,-0.38920366764068604,0.6,0.12,512,2026
1029.0,0.48574158549308777,-0.00989416241645813,-0.38320156931877136,0.6,0.12,512,2026
1030.0,0.4867902100086212,0.0010486243991181254,-0.37212738394737244,0.6,0.12,512,2026
1031.0,0.47611677646636963,-0.010673420503735542,-0.36879032850265503,0.6,0.12,512,2026
1032.0,0.47612395882606506,7.17698867447325e-06,-0.3767167031764984,0.6,0.12,512,2026
1033.0,0.4835394620895386,0.007415513973683119,-0.3877280056476593,0.6,0.12,512,2026
1034.0,0.4731522798538208,-0.010387186892330647,-0.38114961981773376,0.6,0.12,512,2026
1035.0,0.4642148017883301,-0.008937479928135872,-0.3812810480594635,0.6,0.12,512,2026
1036.0,0.4560105800628662,-0.008204213343560696,-0.3806701898574829,0.6,0.12,512,2026
1037.0,0.4572150707244873,0.0012044803006574512,-0.37869957089424133,0.6,0.12,512,2026
1038.0,0.4650058448314667,0.007790760602802038,-0.37273505330085754,0.6,0.12,512,2026
1039.0,0.4930324852466583,0.028026660904288292,-0.37382036447525024,0.6,0.12,512,2026
1040.0,0.5035319924354553,0.010499515570700169,-0.376641184091568,0.6,0.12,512,2026
1041.0,0.520664632320404,0.017132606357336044,-0.3818458318710327,0.6,0.12,512,2026
1042.0,0.5285539627075195,0.0078893406316638,-0.38148772716522217,0.6,0.12,512,2026
1043.0,0.5367607474327087,0.008206790313124657,-0.38523560762405396,0.6,0.12,512,2026
1044.0,0.5371294617652893,0.00036872035707347095,-0.38281217217445374,0.6,0.12,512,2026
1045.0,0.5395681262016296,0.0024386828299611807,-0.3760048449039459,0.6,0.12,512,2026
1046.0,0.540277361869812,0.0007091857260093093,-0.36446329951286316,0.6,0.12,512,2026
1047.0,0.545853853225708,0.005576534662395716,-0.36629998683929443,0.6,0.12,512,2026
1048.0,0.5590932965278625,0.013239399529993534,-0.3722761571407318,0.6,0.12,512,2026
1049.0,0.5509820580482483,-0.008111233823001385,-0.36929723620414734,0.6,0.12,512,2026
1050.0,0.5485540628433228,-0.0024279654026031494,-0.37068673968315125,0.6,0.12,512,2026
1051.0,0.5373091697692871,-0.011244905181229115,-0.37202218174934387,0.6,0.12,512,2026
1052.0,0.5509818196296692,0.013672650791704655,-0.369826078414917,0.6,0.12,512,2026
1053.0,0.5363562107086182,-0.014625582844018936,-0.373550146818161,0.6,0.12,512,2026
1054.0,0.5320698618888855,-0.004286340903490782,-0.3679742217063904,0.6,0.12,512,2026
1055.0,0.5293845534324646,-0.0026853648014366627,-0.3709409832954407,0.6,0.12,512,2026
1056.0,0.53070068359375,0.0013161319075152278,-0.37729379534721375,0.6,0.12,512,2026
1057.0,0.5295125842094421,-0.0011881011305376887,-0.3672583997249603,0.6,0.12,512,2026
1058.0,0.532139241695404,0.0026266942732036114,-0.365138441324234,0.6,0.12,512,2026
1059.0,0.5355027914047241,0.003363522933796048,-0.3717171549797058,0.6,0.12,512,2026
1060.0,0.5353501439094543,-0.00015261731459759176,-0.37359657883644104,0.6,0.12,512,2026
1061.0,0.5375241041183472,0.0021739734802395105,-0.3659827709197998,0.6,0.12,512,2026
1062.0,0.5171643495559692,-0.020359782502055168,-0.37771955132484436,0.6,0.12,512,2026
1063.0,0.528785765171051,0.011621404439210892,-0.3678920567035675,0.6,0.12,512,2026
1064.0,0.5250701308250427,-0.00371560943312943,-0.369403600692749,0.6,0.12,512,2026
1065.0,0.5246416330337524,-0.00042850582394748926,-0.3786415457725525,0.6,0.12,512,2026
1066.0,0.5200275182723999,-0.004614111036062241,-0.37188634276390076,0.6,0.12,512,2026
1067.0,0.5280317664146423,0.008004245348274708,-0.37937942147254944,0.6,0.12,512,2026
1068.0,0.5121291279792786,-0.015902671962976456,-0.36655962467193604,0.6,0.12,512,2026
1069.0,0.5027106404304504,-0.00941847637295723,-0.3767869472503662,0.6,0.12,512,2026
1070.0,0.4763805568218231,-0.026330063119530678,-0.3735124170780182,0.6,0.12,512,2026
1071.0,0.47520938515663147,-0.0011711642146110535,-0.3773849904537201,0.6,0.12,512,2026
1072.0,0.4763822555541992,0.0011728685349225998,-0.3784576952457428,0.6,0.12,512,2026
1073.0,0.4756845533847809,-0.0006977106677368283,-0.3825910985469818,0.6,0.12,512,2026
1074.0,0.4499099850654602,-0.025774573907256126,-0.3816908597946167,0.6,0.12,512,2026
1075.0,0.453346312046051,0.003436323255300522,-0.3790954649448395,0.6,0.12,512,2026
1076.0,0.4580291211605072,0.004682824481278658,-0.3901686370372772,0.6,0.12,512,2026
1077.0,0.45781195163726807,-0.00021717337949667126,-0.38085782527923584,0.6,0.12,512,2026
1078.0,0.4558524191379547,-0.001959530869498849,-0.3753226101398468,0.6,0.12,512,2026
1079.0,0.4242243766784668,-0.03162803128361702,-0.38078102469444275,0.6,0.12,512,2026
1080.0,0.42615267634391785,0.0019282752182334661,-0.37998729944229126,0.6,0.12,512,2026
1081.0,0.4133654832839966,-0.012787186540663242,-0.37958335876464844,0.6,0.12,512,2026
1082.0,0.38694247603416443,-0.026422997936606407,-0.3646501302719116,0.6,0.12,512,2026
1083.0,0.36771535873413086,-0.019227132201194763,-0.36911532282829285,0.6,0.12,512,2026
1084.0,0.35891690850257874,-0.008798426948487759,-0.36900466680526733,0.6,0.12,512,2026
1085.0,0.3622947931289673,0.003377862274646759,-0.3655008375644684,0.6,0.12,512,2026
1086.0,0.3619813919067383,-0.0003133992140647024,-0.36267563700675964,0.6,0.12,512,2026
1087.0,0.36732763051986694,0.005346244666725397,-0.3652823269367218,0.6,0.12,512,2026
1088.0,0.36564046144485474,-0.0016871812986209989,-0.37002846598625183,0.6,0.12,512,2026
1089.0,0.3647511899471283,-0.0008892547921277583,-0.37322691082954407,0.6,0.12,512,2026
1090.0,0.35564538836479187,-0.009105809032917023,-0.3816683888435364,0.6,0.12,512,2026
1091.0,0.3653203248977661,0.009674952365458012,-0.3844504654407501,0.6,0.12,512,2026
1092.0,0.36424750089645386,-0.0010728271445259452,-0.3798687756061554,0.6,0.12,512,2026
1093.0,0.3679995536804199,0.003752036252990365,-0.3736270070075989,0.6,0.12,512,2026
1094.0,0.373076856136322,0.005077322479337454,-0.3720419704914093,0.6,0.12,512,2026
1095.0,0.3736172914505005,0.0005404214025475085,-0.36852747201919556,0.6,0.12,512,2026
1096.0,0.363473117351532,-0.01014417689293623,-0.35883578658103943,0.6,0.12,512,2026
1097.0,0.36027050018310547,-0.0032026225235313177,-0.3605377674102783,0.6,0.12,512,2026
1098.0,0.3553445339202881,-0.004925962071865797,-0.3675786554813385,0.6,0.12,512,2026
1099.0,0.351824015378952,-0.0035205173771828413,-0.370508074760437,0.6,0.12,512,2026
1100.0,0.3278184235095978,-0.024005593731999397,-0.3794356882572174,0.6,0.12,512,2026
1101.0,0.3191884458065033,-0.008629958145320415,-0.37462317943573,0.6,0.12,512,2026
1102.0,0.32512620091438293,0.00593773415312171,-0.38000252842903137,0.6,0.12,512,2026
1103.0,0.31760701537132263,-0.007519162725657225,-0.3736893832683563,0.6,0.12,512,2026
1104.0,0.32326704263687134,0.005660009104758501,-0.37225809693336487,0.6,0.12,512,2026
1105.0,0.31301265954971313,-0.010254372842609882,-0.37277135252952576,0.6,0.12,512,2026
1106.0,0.2964596152305603,-0.016553040593862534,-0.37877538800239563,0.6,0.12,512,2026
1107.0,0.29333236813545227,-0.0031272617634385824,-0.3928476870059967,0.6,0.12,512,2026
1108.0,0.2678864300251007,-0.02544593997299671,-0.3956129550933838,0.6,0.12,512,2026
1109.0,0.24950681626796722,-0.018379606306552887,-0.38890692591667175,0.6,0.12,512,2026
1110.0,0.24596168100833893,-0.0035451387520879507,-0.3796709477901459,0.6,0.12,512,2026
1111.0,0.23813681304454803,-0.007824861444532871,-0.3798842430114746,0.6,0.12,512,2026
1112.0,0.2354801446199417,-0.0026566742453724146,-0.3806113004684448,0.6,0.12,512,2026
1113.0,0.2436983585357666,0.00821821577847004,-0.3845421075820923,0.6,0.12,512,2026
1114.0,0.24959836900234222,0.00590001605451107,-0.38833653926849365,0.6,0.12,512,2026
1115.0,0.25199368596076965,0.0023953064810484648,-0.3842477798461914,0.6,0.12,512,2026
1116.0,0.2507820725440979,-0.001211594557389617,-0.3976168930530548,0.6,0.12,512,2026
1117.0,0.2560904622077942,0.005308374762535095,-0.39204439520835876,0.6,0.12,512,2026
1118.0,0.26247698068618774,0.006386519875377417,-0.38152703642845154,0.6,0.12,512,2026
1119.0,0.2603919208049774,-0.0020850610453635454,-0.377250075340271,0.6,0.12,512,2026
1120.0,0.25510039925575256,-0.0052915308624506,-0.3794451355934143,0.6,0.12,512,2026
1121.0,0.2441924661397934,-0.010907926596701145,-0.37940675020217896,0.6,0.12,512,2026
1122.0,0.23306624591350555,-0.011126214638352394,-0.3822018504142761,0.6,0.12,512,2026
1123.0,0.2234608232975006,-0.009605424478650093,-0.3784661591053009,0.6,0.12,512,2026
1124.0,0.2404901087284088,0.01702929101884365,-0.3861561715602875,0.6,0.12,512,2026
1125.0,0.24364489316940308,0.003154774894937873,-0.37002429366111755,0.6,0.12,512,2026
1126.0,0.2568184733390808,0.013173587620258331,-0.3617234528064728,0.6,0.12,512,2026
1127.0,0.2633245289325714,0.0065060509368777275,-0.36394232511520386,0.6,0.12,512,2026
1128.0,0.26581525802612305,0.002490716753527522,-0.3717225193977356,0.6,0.12,512,2026
1129.0,0.29380524158477783,0.027990009635686874,-0.3684525787830353,0.6,0.12,512,2026
1130.0,0.29990342259407043,0.00609816936776042,-0.3721010088920593,0.6,0.12,512,2026
1131.0,0.31751662492752075,0.01761319674551487,-0.36368680000305176,0.6,0.12,512,2026
1132.0,0.31745344400405884,-6.316234066616744e-05,-0.3622121512889862,0.6,0.12,512,2026
1133.0,0.3203517198562622,0.002898275852203369,-0.3698660433292389,0.6,0.12,512,2026
1134.0,0.3179267942905426,-0.0024249334819614887,-0.3682369291782379,0.6,0.12,512,2026
1135.0,0.316886305809021,-0.0010405078064650297,-0.36370062828063965,0.6,0.12,512,2026
1136.0,0.3161357045173645,-0.0007505785906687379,-0.3649415075778961,0.6,0.12,512,2026
1137.0,0.3056069314479828,-0.010528787039220333,-0.3701614737510681,0.6,0.12,512,2026
1138.0,0.30071985721588135,-0.004887078423053026,-0.36360740661621094,0.6,0.12,512,2026
1139.0,0.29926598072052,-0.0014538575196638703,-0.3636994957923889,0.6,0.12,512,2026
1140.0,0.2894422709941864,-0.009823721833527088,-0.3589349687099457,0.6,0.12,512,2026
1141.0,0.29312664270401,0.0036843749694526196,-0.36327582597732544,0.6,0.12,512,2026
1142.0,0.27366581559181213,-0.01946082152426243,-0.3642677366733551,0.6,0.12,512,2026
1143.0,0.2676793932914734,-0.00598642323166132,-0.37237319350242615,0.6,0.12,512,2026
1144.0,0.25177526473999023,-0.015904134139418602,-0.3665032684803009,0.6,0.12,512,2026
1145.0,0.2681926488876343,0.016417397186160088,-0.36420372128486633,0.6,0.12,512,2026
1146.0,0.27323591709136963,0.005043266341090202,-0.3619331419467926,0.6,0.12,512,2026
1147.0,0.24137167632579803,-0.03186425194144249,-0.36253196001052856,0.6,0.12,512,2026
1148.0,0.24816882610321045,0.006797147449105978,-0.3538450598716736,0.6,0.12,512,2026
1149.0,0.2637590765953064,0.015590251423418522,-0.3639175593852997,0.6,0.12,512,2026
1150.0,0.26303601264953613,-0.0007230513147078454,-0.3671841323375702,0.6,0.12,512,2026
1151.0,0.2508934736251831,-0.0121425436809659,-0.3670934736728668,0.6,0.12,512,2026
1152.0,0.26311376690864563,0.012220283038914204,-0.37303808331489563,0.6,0.12,512,2026
1153.0,0.2635168433189392,0.0004030834243167192,-0.36601194739341736,0.6,0.12,512,2026
1154.0,0.24443267285823822,-0.019084177911281586,-0.37035706639289856,0.6,0.12,512,2026
1155.0,0.25295135378837585,0.008518688380718231,-0.37587225437164307,0.6,0.12,512,2026
1156.0,0.25870704650878906,0.0057556782849133015,-0.37900441884994507,0.6,0.12,512,2026
1157.0,0.2660263478755951,0.007319312542676926,-0.37348833680152893,0.6,0.12,512,2026
1158.0,0.28364667296409607,0.017620326951146126,-0.39178726077079773,0.6,0.12,512,2026
1159.0,0.29206958413124084,0.008422909304499626,-0.3940877616405487,0.6,0.12,512,2026
1160.0,0.28667140007019043,-0.005398181267082691,-0.3886795938014984,0.6,0.12,512,2026
1161.0,0.2895508110523224,0.0028794175013899803,-0.3727260231971741,0.6,0.12,512,2026
1162.0,0.28171437978744507,-0.007836428470909595,-0.38523608446121216,0.6,0.12,512,2026
1163.0,0.30324435234069824,0.021529963240027428,-0.3859848082065582,0.6,0.12,512,2026
1164.0,0.3004843294620514,-0.00276003940962255,-0.38533955812454224,0.6,0.12,512,2026
1165.0,0.2875297963619232,-0.012954510748386383,-0.39002567529678345,0.6,0.12,512,2026
1166.0,0.2938254773616791,0.006295682862401009,-0.3805685341358185,0.6,0.12,512,2026
1167.0,0.31485554575920105,0.02103004790842533,-0.3861793577671051,0.6,0.12,512,2026
1168.0,0.3106340169906616,-0.0042215208522975445,-0.37000519037246704,0.6,0.12,512,2026
1169.0,0.319977343082428,0.00934332050383091,-0.3766479194164276,0.6,0.12,512,2026
1170.0,0.3267645835876465,0.006787256803363562,-0.38094988465309143,0.6,0.12,512,2026
1171.0,0.3245812654495239,-0.002183321863412857,-0.37565740942955017,0.6,0.12,512,2026
1172.0,0.3188086152076721,-0.00577264279127121,-0.3726772665977478,0.6,0.12,512,2026
1173.0,0.330197811126709,0.011389194056391716,-0.3832247257232666,0.6,0.12,512,2026
1174.0,0.34667474031448364,0.016476908698678017,-0.39413967728614807,0.6,0.12,512,2026
1175.0,0.3482663035392761,0.0015915876720100641,-0.3865138590335846,0.6,0.12,512,2026
1176.0,0.3539820909500122,0.005715763196349144,-0.3857246935367584,0.6,0.12,512,2026
1177.0,0.3529886305332184,-0.000993445166386664,-0.37524160742759705,0.6,0.12,512,2026
1178.0,0.3488672077655792,-0.004121424630284309,-0.376239150762558,0.6,0.12,512,2026
1179.0,0.35042697191238403,0.001559749129228294,-0.38185200095176697,0.6,0.12,512,2026
1180.0,0.3508080244064331,0.0003810643684118986,-0.39191073179244995,0.6,0.12,512,2026
1181.0,0.349460631608963,-0.0013473799917846918,-0.3826007544994354,0.6,0.12,512,2026
1182.0,0.3527836799621582,0.003323029028251767,-0.3842092752456665,0.6,0.12,512,2026
1183.0,0.3526795208454132,-0.00010414635471533984,-0.38361066579818726,0.6,0.12,512,2026
1184.0,0.3643513321876526,0.01167179923504591,-0.3710646629333496,0.6,0.12,512,2026
1185.0,0.36962488293647766,0.0052735526114702225,-0.3767976760864258,0.6,0.12,512,2026
1186.0,0.3860495388507843,0.01642465591430664,-0.3799864649772644,0.6,0.12,512,2026
1187.0,0.38615015149116516,0.00010060323256766424,-0.38762903213500977,0.6,0.12,512,2026
1188.0,0.39892905950546265,0.01277893129736185,-0.38811779022216797,0.6,0.12,512,2026
1189.0,0.4023967683315277,0.003467706497758627,-0.38517075777053833,0.6,0.12,512,2026
1190.0,0.3937109410762787,-0.00868582259863615,-0.38491612672805786,0.6,0.12,512,2026
1191.0,0.3809133768081665,-0.012797567062079906,-0.37841278314590454,0.6,0.12,512,2026
1192.0,0.40071994066238403,0.01980656199157238,-0.36988383531570435,0.6,0.12,512,2026
1193.0,0.3831891119480133,-0.01753084361553192,-0.3839665949344635,0.6,0.12,512,2026
1194.0,0.39229607582092285,0.009106963872909546,-0.386065274477005,0.6,0.12,512,2026
1195.0,0.3936314284801483,0.00133536197245121,-0.380227655172348,0.6,0.12,512,2026
1196.0,0.386432409286499,-0.0071990108117461205,-0.3807433247566223,0.6,0.12,512,2026
1197.0,0.38601210713386536,-0.000420308206230402,-0.38012170791625977,0.6,0.12,512,2026
1198.0,0.3665434420108795,-0.01946866326034069,-0.37289950251579285,0.6,0.12,512,2026
1199.0,0.36682870984077454,0.0002852696052286774,-0.3719278573989868,0.6,0.12,512,2026
1200.0,0.35424965620040894,-0.012579075992107391,-0.3774665892124176,0.6,0.12,512,2026
1201.0,0.36338359117507935,0.009133949875831604,-0.3749438226222992,0.6,0.12,512,2026
1202.0,0.3815765380859375,0.018192937597632408,-0.3737870454788208,0.6,0.12,512,2026
1203.0,0.3818603754043579,0.0002838354557752609,-0.365914523601532,0.6,0.12,512,2026
1204.0,0.36157935857772827,-0.020281001925468445,-0.3727734088897705,0.6,0.12,512,2026
1205.0,0.3801157474517822,0.018536396324634552,-0.37467578053474426,0.6,0.12,512,2026
1206.0,0.3643063008785248,-0.015809467062354088,-0.3690536618232727,0.6,0.12,512,2026
1207.0,0.3748052418231964,0.010498951189219952,-0.378231406211853,0.6,0.12,512,2026
1208.0,0.37833383679389954,0.003528585657477379,-0.3740307688713074,0.6,0.12,512,2026
1209.0,0.38999608159065247,0.011662251316010952,-0.372312068939209,0.6,0.12,512,2026
1210.0,0.3842087388038635,-0.005787333007901907,-0.36940962076187134,0.6,0.12,512,2026
1211.0,0.38175415992736816,-0.0024545954074710608,-0.37846633791923523,0.6,0.12,512,2026
1212.0,0.38793817162513733,0.0061840154230594635,-0.38081565499305725,0.6,0.12,512,2026
1213.0,0.4062136113643646,0.018275456503033638,-0.38129717111587524,0.6,0.12,512,2026
